# Bispectrum RIC correction for sample SGC and SN subtraction True 
#  k1_eff k2_eff k3_eff Wk_ric
1.096272276250029147e-02 1.341150122783255592e-02 1.439467569419479974e-02 -1.077961332125859650e-02
1.336976380251333162e-02 1.499389540996371589e-02 2.379687358582757706e-02 2.622922515979217439e-02
1.246918352313568928e-02 2.462252353066774965e-02 2.743125047039297534e-02 -1.029527566068137549e-02
2.364093471257577503e-02 2.631549144150962388e-02 2.843003946503771390e-02 1.649501945531112179e-02
1.528300000000000144e-02 1.528300000000000144e-02 3.511199999999999738e-02 1.260025544333188800e-02
1.382973033515656411e-02 2.814564907917695841e-02 3.796303303080544173e-02 1.603300086432989796e-02
2.473533631472875013e-02 2.810446980695635588e-02 4.019604636575693085e-02 9.436115877866340512e-03
1.247942589219206040e-02 3.921116880317256082e-02 4.207976620193568107e-02 -5.310340269017426590e-03
2.581666891214891291e-02 3.896302077757729521e-02 4.225854930742504317e-02 4.963665252159974242e-03
3.818696244303777798e-02 4.083073292655032410e-02 4.311364418474188109e-02 6.246420224173289664e-04
1.528299999999999971e-02 3.012099999999999500e-02 5.008300000000000252e-02 3.155575046370939774e-02
2.757372568258311535e-02 2.971399417893317088e-02 5.308008757360357238e-02 7.258167897300178001e-03
1.383632904313153791e-02 4.296006005812288281e-02 5.281700058164258416e-02 1.830938327828510875e-02
2.617598051561569050e-02 4.086237200711086842e-02 5.506599331182617657e-02 5.985553387836205219e-03
3.896302843498925667e-02 4.225854632622691454e-02 5.537829506573363481e-02 5.742769348716261595e-03
1.248115433601820062e-02 5.403618801270777122e-02 5.691878607929098943e-02 -9.016726996058155308e-03
2.581665195848436428e-02 5.379650569913911606e-02 5.710753457522639576e-02 6.505015694659260946e-03
4.051040764483369860e-02 5.379651118432347834e-02 5.710753151377513659e-02 3.281098141134510416e-03
5.300278139567884267e-02 5.561381548963662685e-02 5.795946532058551121e-02 5.687773474136027449e-03
3.012099999999999847e-02 3.012099999999999847e-02 6.506599999999999884e-02 2.487714282278475145e-02
1.528299999999999971e-02 4.509300000000000114e-02 6.506599999999999884e-02 1.737775371148435333e-02
2.824670788983676961e-02 4.306074103169749145e-02 6.760776745879365501e-02 1.592069489622780247e-03
3.936192721688473728e-02 4.284582631480714915e-02 6.992922527768767604e-02 3.630145512269560958e-03
1.383874184391257860e-02 5.786030619777580292e-02 6.773119800273603996e-02 1.673227885593225189e-02
2.618119241180800680e-02 5.572951859638469035e-02 6.997934617148822423e-02 5.428174020856379144e-03
4.051040081103066126e-02 5.537830064686959097e-02 7.030045317953960426e-02 4.085497454936889809e-03
5.379650842303920072e-02 5.710753182447284027e-02 7.030045177380636612e-02 1.894764346399437516e-03
1.248247697767577991e-02 6.893460385674263224e-02 7.182468899950669727e-02 -1.142593008849067740e-02
2.581664267507281091e-02 6.869923892534413046e-02 7.201955162754365702e-02 5.351833139747710216e-03
4.051040708674973762e-02 6.869923129572232112e-02 7.201955083727597240e-02 9.410313889769493338e-04
5.537829740237597276e-02 6.869923544999681497e-02 7.201954745446391415e-02 2.747090874756232502e-03
6.789555645410819129e-02 7.048880585993373693e-02 7.287013398819087995e-02 -5.551671658288657952e-04
